0.383,0.352,0.264
0.328,0.408,0.265
0.576,0.317,0.107
0.366,0.354,0.280
0.545,0.222,0.233
0.420,0.375,0.206
0.936,0.043,0.021
0.224,0.518,0.258
0.247,0.590,0.164
0.229,0.246,0.525
0.307,0.167,0.526
0.326,0.349,0.325
0.118,0.081,0.800
0.647,0.173,0.180
0.075,0.338,0.587
0.082,0.820,0.099
0.358,0.154,0.489
0.069,0.675,0.257
0.070,0.070,0.860
0.363,0.080,0.557
0.431,0.118,0.451
0.053,0.556,0.390
0.145,0.161,0.695
0.388,0.345,0.267
0.163,0.523,0.314
0.062,0.421,0.517
0.296,0.465,0.239
0.673,0.199,0.128
0.357,0.530,0.113
0.401,0.366,0.233
0.330,0.315,0.355
0.583,0.306,0.111
0.299,0.065,0.636
0.159,0.674,0.167
0.514,0.248,0.238
0.170,0.768,0.062
0.137,0.215,0.648
0.059,0.201,0.740
0.279,0.390,0.331
0.067,0.535,0.397
0.332,0.400,0.268
0.061,0.566,0.373
0.434,0.449,0.117
0.057,0.915,0.028
0.426,0.407,0.167
0.169,0.668,0.163
0.373,0.348,0.279
0.088,0.515,0.397
0.669,0.254,0.077
0.156,0.033,0.811
0.099,0.307,0.594
0.031,0.541,0.428
0.031,0.115,0.853
0.246,0.670,0.084
0.786,0.141,0.072
0.345,0.557,0.098
0.233,0.237,0.530
0.087,0.692,0.221
0.623,0.277,0.100
0.112,0.305,0.583
0.414,0.543,0.043
0.399,0.130,0.471
0.899,0.040,0.061
0.260,0.239,0.501
0.487,0.285,0.227
0.054,0.292,0.654
0.030,0.770,0.200
0.519,0.419,0.062
0.198,0.352,0.450
0.054,0.574,0.371
0.306,0.649,0.045
0.137,0.589,0.274
0.461,0.122,0.417
0.068,0.281,0.651
0.689,0.221,0.090
0.148,0.760,0.092
0.412,0.535,0.053
0.208,0.132,0.660
0.243,0.719,0.039
0.464,0.262,0.273
0.060,0.215,0.725
0.254,0.463,0.283
0.797,0.148,0.054
0.563,0.402,0.035
0.803,0.151,0.047
0.116,0.286,0.598
0.078,0.896,0.025
0.394,0.338,0.269
0.573,0.323,0.104
0.113,0.418,0.470
0.184,0.389,0.427
0.283,0.695,0.022
0.213,0.366,0.421
0.225,0.551,0.224
0.282,0.132,0.586
0.293,0.452,0.254
0.446,0.233,0.322
0.515,0.072,0.413
0.215,0.575,0.210
0.289,0.595,0.116
0.496,0.374,0.130
0.642,0.165,0.193
0.535,0.134,0.331
0.249,0.313,0.438
0.241,0.587,0.172
0.115,0.419,0.466
0.235,0.645,0.120
0.079,0.691,0.230
0.577,0.349,0.074
0.095,0.805,0.100
0.124,0.265,0.611
0.053,0.648,0.299
0.422,0.066,0.512
0.120,0.181,0.700
0.080,0.753,0.166
0.295,0.427,0.277
0.240,0.688,0.073
0.745,0.207,0.048
0.070,0.136,0.793
0.076,0.144,0.780
0.271,0.297,0.432
0.162,0.664,0.174
0.336,0.427,0.237
0.063,0.643,0.294
0.164,0.055,0.781
0.519,0.416,0.066
0.033,0.819,0.148
0.288,0.180,0.531
0.506,0.214,0.280
0.368,0.147,0.485
0.269,0.358,0.372
0.472,0.465,0.063
0.433,0.255,0.312
0.400,0.222,0.379
0.685,0.178,0.136
0.676,0.222,0.102
0.245,0.652,0.103
0.657,0.228,0.115
0.044,0.557,0.400
0.150,0.374,0.476
0.387,0.279,0.334
0.120,0.550,0.330
0.122,0.765,0.113
0.107,0.420,0.473
0.315,0.125,0.560
0.091,0.057,0.852
0.250,0.318,0.432
0.189,0.317,0.494
0.093,0.767,0.140
0.569,0.266,0.165
